ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),delivery_category
0xded5,ALHRES11DEL02,32.0,4.9,0.0,0.0,0.08,0.08,18-02-2022,17:50,0.75,Cloudy,Jam,0,Meal,motorcycle,3.0,Yes,Urban,48,Food
0xa20a,PUNERES13DEL03,21.0,4.7,18.56,73.92,18.65,74.01,10-03-2022,23:45,23:55,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,Food
0x7c9e,BANGRES20DEL02,35.0,4.8,12.97,77.6,12.99,77.62,13-03-2022,0.416666667,10:05,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,29,Food
0x5ef3,RANCHIRES01DEL03,39.0,4.6,23.42,85.32,23.45,85.35,11-03-2022,18:35,18:50,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Urban,32,Food
0x80c2,BANGRES08DEL02,39.0,5.0,12.91,77.6,13.04,77.73,02-03-2022,23:10,23:15,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,Food
0xd2b0,KOCRES20DEL01,27.0,4.9,9.98,76.32,10.05,76.39,18-02-2022,0.875,21:10,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,Grocery
0x70ff,CHENRES16DEL03,33.0,4.8,13.05,80.24,13.08,80.27,07-03-2022,18:35,18:40,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,16,Grocery
0x548e,HYDRES04DEL02,33.0,4.8,17.41,78.33,17.54,78.46,10-03-2022,21:15,21:25,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,Food
0x26f1,BANGRES01DEL01,37.0,4.7,12.93,77.62,13.0,77.69,06-04-2022,17:20,17:35,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,40,Food
0x4a1b,COIMBRES12DEL02,20.0,4.6,11.0,76.98,11.02,77.0,03-03-2022,08:20,08:30,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,Food
0xbf6c,LUDHRES07DEL02,20.0,4.6,0.0,0.0,0.08,0.08,12-02-2022,0.916666667,22:10,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,19,Food
0x5561,PUNERES010DEL01,31.0,4.2,18.54,73.9,18.61,73.97,10-03-2022,0.875,21:05,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,35,Food
0xafd4,COIMBRES19DEL02,27.0,4.6,11.02,77.0,11.04,77.02,07-03-2022,11:30,11:40,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,Food
0x6957,VADRES010DEL02,37.0,4.9,22.31,73.17,22.36,73.22,09-03-2022,17:25,17:40,Fog,Jam,1,Drinks,scooter,0.0,No,Urban,15,Grocery
0x9151,BANGRES14DEL02,34.0,4.4,12.95,77.7,13.0,77.75,05-03-2022,21:45,0.916666667,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,31,Food
0x9d4c,COIMBRES05DEL03,25.0,4.7,11.02,77.0,11.08,77.06,17-03-2022,22:40,22:50,Fog,Jam,1,Snack,motorcycle,0.0,No,Urban,11,Food
0xd413,AURGRES07DEL02,37.0,4.7,19.88,75.36,19.93,75.41,17-02-2022,22:40,22:50,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,22,Food
0xc677,KOCRES11DEL01,23.0,4.7,10.01,76.35,10.08,76.42,14-02-2022,22:50,23:05,Stormy,Jam,1,Meal,scooter,1.0,No,,16,Food
0x4421,MYSRES17DEL01,27.0,5.0,12.33,76.62,12.37,76.66,05-03-2022,0.625,15:05,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,24,Food
0xa631,HYDRES13DEL02,36.0,4.7,17.43,78.4,17.45,78.42,11-03-2022,10:25,10:40,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Urban,16,Food
0x3a16,JAPRES14DEL03,30.0,4.3,26.89,75.8,27.03,75.94,18-03-2022,19:35,19:45,Windy,Jam,0,Snack,motorcycle,1.0,No,,42,Food
0xdf8e,AURGRES20DEL01,20.0,4.9,0.0,0.0,0.01,0.01,11-02-2022,11:45,0.5,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,Grocery
0xa04,COIMBRES13DEL01,28.0,4.7,11.0,76.98,11.07,77.05,14-03-2022,21:15,21:30,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,Food
0x4300,VADRES07DEL02,36.0,4.0,0.0,0.0,0.02,0.02,30-03-2022,10:25,10:35,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,33,Food
0x58c2,CHENRES08DEL02,20.0,4.7,13.02,80.24,13.07,80.29,17-03-2022,23:35,23:40,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,Grocery
0xbbc6,PUNERES04DEL01,22.0,4.7,18.51,73.84,18.62,73.95,06-04-2022,23:20,23:30,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,Food
0x50c4,MYSRES15DEL01,28.0,4.7,12.35,76.61,12.46,76.72,25-03-2022,18:20,18:30,Sandstorms,Jam,1,Buffet,motorcycle,,No,Metropolitian,25,Food
0xbcd5,SURRES03DEL01,34.0,4.8,21.19,72.79,21.2,72.8,05-04-2022,08:45,08:50,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,Food
0x6234,VADRES01DEL01,25.0,4.8,22.31,73.17,22.42,73.28,14-03-2022,18:25,18:40,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,26,Grocery
0xcc11,AURGRES05DEL02,38.0,5.0,19.88,75.37,19.93,75.42,15-02-2022,21:20,21:35,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,Food
0x6445,JAPRES17DEL02,34.0,3.5,26.89,75.81,26.97,75.89,31-03-2022,17:35,17:40,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,32,Food
0x33dc,VADRES13DEL01,24.0,4.9,22.31,73.16,22.42,73.27,20-03-2022,19:30,19:35,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22,Food
0xacd8,RANCHIRES04DEL03,33.0,4.6,23.36,85.33,23.45,85.42,12-03-2022,21:15,21:25,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,50,Food
0xbfb4,KOLRES14DEL02,21.0,4.6,22.55,88.35,22.57,88.37,17-02-2022,11:55,0.5,Stormy,Jam,1,Snack,scooter,1.0,No,Urban,16,Food
0xd989,KOLRES04DEL03,25.0,4.6,22.54,88.36,22.6,88.42,15-02-2022,17:40,17:50,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,23,Grocery
0x8b3f,VADRES14DEL01,23.0,4.9,22.31,73.17,22.35,73.21,05-04-2022,14:40,14:45,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,19,Food
0xdeb4,LUDHRES06DEL02,34.0,4.9,30.9,75.82,30.95,75.87,17-02-2022,22:40,22:55,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,Food
0xa243,HYDRES010DEL01,25.0,4.7,17.43,78.4,17.5,78.47,31-03-2022,18:50,18:55,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,37,Food
0xd446,ALHRES08DEL03,28.0,4.9,25.45,81.83,25.54,81.92,12-02-2022,22:15,22:20,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,Food
0x6436,PUNERES07DEL01,34.0,3.7,18.55,73.9,18.66,74.01,27-03-2022,21:30,21:40,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,Food
0x5d2d,JAPRES20DEL01,24.0,4.5,26.96,75.78,27.07,75.89,08-03-2022,23:30,23:40,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,14,Food
0xbb22,CHENRES14DEL03,31.0,5.0,13.03,80.17,13.09,80.23,28-03-2022,20:25,20:30,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,,26,Food
0x8b2b,MUMRES14DEL03,38.0,4.6,19.18,72.84,19.24,72.9,21-03-2022,20:10,20:20,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,Food
0xc1ec,DEHRES04DEL03,32.0,4.8,30.34,78.06,30.43,78.15,16-02-2022,17:30,17:45,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,17,Food
0xde6f,AURGRES03DEL03,28.0,5.0,19.87,75.35,19.96,75.44,14-02-2022,0.75,18:15,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,Food
0x33a0,JAPRES06DEL03,29.0,4.5,26.91,75.8,27.0,75.89,31-03-2022,0.791666667,19:10,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,Food
0xb712,CHENRES05DEL02,28.0,4.8,13.06,80.26,13.19,80.39,16-03-2022,19:50,0.833333333,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,23,Food
0x8299,MYSRES15DEL02,39.0,4.8,12.35,76.61,12.4,76.66,05-03-2022,21:50,0.916666667,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,Food
0x9e30,VADRES16DEL01,39.0,4.8,0.0,0.0,0.07,0.07,12-03-2022,20:40,20:55,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,Food
0x9155,INDORES05DEL02,26.0,4.8,22.73,75.88,22.75,75.9,26-03-2022,09:50,0.416666667,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,14,Food
0x3d8c,INDORES02DEL03,33.0,4.8,22.65,75.88,22.68,75.91,24-03-2022,23:15,23:25,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,Food
0xd3fa,ALHRES17DEL03,37.0,4.9,25.45,81.84,25.48,81.87,11-02-2022,20:30,20:45,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,Food
0xbb9,BANGRES08DEL03,,,12.91,77.6,12.97,77.66,01-03-2022,,22:45,,,3,Drinks,scooter,0.0,No,Metropolitian,24,Food
0xb012,COIMBRES20DEL03,24.0,4.6,10.99,76.96,11.08,77.05,27-03-2022,23:20,23:25,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,16,Food
0xdcaa,AURGRES03DEL02,36.0,5.0,19.87,75.35,19.95,75.43,14-02-2022,19:35,19:40,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,Food
0x9587,VADRES14DEL03,22.0,4.7,22.31,73.17,22.4,73.26,04-03-2022,17:45,17:50,Fog,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,44,Food
0x43ba,HYDRES04DEL03,21.0,4.6,17.41,78.33,17.44,78.36,30-03-2022,18:55,0.791666667,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,22,Food
0x5803,SURRES07DEL02,29.0,5.0,21.17,72.79,21.22,72.84,21-03-2022,22:35,22:45,Windy,Jam,1,Buffet,scooter,,No,Urban,16,Food
0x70f5,BANGRES17DEL02,33.0,4.7,12.97,77.61,12.99,77.63,05-04-2022,08:30,08:35,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,18,Food
0x575d,RANCHIRES04DEL02,27.0,4.1,23.36,85.33,23.38,85.35,11-03-2022,10:20,10:25,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,16,Grocery
0x6ef,HYDRES14DEL02,,,17.43,78.41,17.56,78.54,12-03-2022,,17:50,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,24,Food
0x4f3c,SURRES04DEL01,30.0,4.2,21.17,72.8,21.24,72.87,06-04-2022,19:50,19:55,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,46,Food
0xb9bc,VADRES18DEL02,22.0,4.8,0.0,0.0,0.08,0.08,06-04-2022,18:20,18:30,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,26,Food
0xb209,COIMBRES13DEL01,20.0,4.9,11.0,76.98,11.07,77.05,02-04-2022,17:25,17:30,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,17,Food
0x4f9a,BANGRES20DEL01,31.0,4.4,12.97,77.6,13.04,77.67,12-03-2022,20:25,20:30,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,Food
0x8011,SURRES19DEL03,36.0,4.6,21.15,72.77,21.18,72.8,28-03-2022,0.791666667,19:10,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,17,Food
0x9692,JAPRES17DEL02,39.0,4.9,26.89,75.81,26.97,75.89,14-03-2022,21:15,21:25,Windy,Jam,0,Snack,motorcycle,2.0,No,Urban,43,Food
0x9415,HYDRES07DEL01,32.0,4.7,17.42,78.35,17.53,78.46,31-03-2022,22:50,23:05,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,Food
0xb6a0,RANCHIRES14DEL01,23.0,4.2,0.0,0.0,0.07,0.07,16-03-2022,18:40,18:50,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34,Food
0x7bf,SURRES13DEL02,30.0,3.8,21.17,72.79,21.25,72.87,18-03-2022,20:25,20:35,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,40,Food
0x7cb8,INDORES15DEL02,26.0,4.7,22.76,75.89,22.78,75.91,05-03-2022,08:20,08:25,Windy,Jam,2,Meal,scooter,0.0,No,Urban,16,Food
0x953,MYSRES07DEL01,,,12.33,76.63,12.34,76.64,09-03-2022,,12:10,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,23,Food
0x9c8c,SURRES11DEL01,21.0,4.9,21.16,72.77,21.17,72.78,13-03-2022,11:25,11:35,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Urban,13,Food
0xb38b,COIMBRES12DEL03,23.0,4.6,11.0,76.98,11.03,77.01,21-03-2022,18:30,18:45,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,Food
0x4d5b,SURRES03DEL02,22.0,4.9,21.19,72.79,21.21,72.81,03-03-2022,11:10,11:20,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,24,Food
0x8f9e,SURRES14DEL03,39.0,4.5,21.16,72.77,21.19,72.8,30-03-2022,18:25,18:35,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,16,Grocery
0x3b2e,CHENRES02DEL02,32.0,4.1,13.09,80.22,13.14,80.27,24-03-2022,20:40,20:45,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,Food
0x2cb6,JAPRES13DEL01,25.0,4.7,26.85,75.8,26.96,75.91,25-03-2022,19:40,19:55,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,20,Food
0x9d2b,SURRES14DEL01,30.0,5.0,21.16,72.77,21.2,72.81,30-03-2022,14:50,15:05,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,Food
0x7943,BANGRES12DEL02,25.0,4.8,12.94,77.63,13.07,77.76,29-03-2022,17:45,0.75,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,30,Food
0x205d,COIMBRES09DEL03,26.0,4.7,11.01,76.98,11.1,77.07,06-04-2022,22:20,22:35,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,14,Food
0x5aad,COIMBRES02DEL01,30.0,4.6,11.02,77.0,11.06,77.04,21-03-2022,14:25,14:30,Windy,Jam,2,Snack,motorcycle,1.0,No,Urban,30,Food
0xd747,AGRRES07DEL02,31.0,4.3,27.16,78.04,27.18,78.06,11-02-2022,09:30,09:45,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,Grocery
0xac01,INDORES08DEL02,33.0,4.8,22.73,75.9,22.81,75.98,18-03-2022,23:35,23:45,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,28,Food
0x9098,MUMRES19DEL03,20.0,5.0,19.13,72.81,19.19,72.87,15-03-2022,23:15,23:20,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,17,Food
0xaff,MYSRES11DEL02,36.0,4.3,12.32,76.63,12.45,76.76,20-03-2022,19:45,0.833333333,Windy,Jam,1,Meal,scooter,1.0,No,Urban,33,Food
0xa3a6,PUNERES04DEL03,20.0,4.9,18.51,73.84,18.6,73.93,18-03-2022,17:15,17:30,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,Food
0x473,MYSRES07DEL03,,,-12.33,-76.63,12.39,76.69,03-03-2022,,22:45,,,3,Buffet,scooter,,No,Metropolitian,16,Food
0xe076,AGRRES02DEL03,38.0,4.1,0.0,0.0,0.09,0.09,16-02-2022,20:15,20:25,Sandstorms,Jam,2,Snack,scooter,2.0,No,Metropolitian,38,Food
0x8a91,VADRES06DEL03,37.0,4.7,22.31,73.17,22.37,73.23,11-03-2022,21:10,21:20,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,Food
0x788d,JAPRES05DEL01,28.0,5.0,26.91,75.79,27.02,75.9,06-04-2022,19:55,0.833333333,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,40,Food
0x6948,BANGRES15DEL02,39.0,3.5,12.98,77.7,13.06,77.78,16-03-2022,22:15,22:20,Cloudy,Jam,2,Meal,motorcycle,0.0,No,Urban,32,Food
0x28e9,HYDRES03DEL02,31.0,4.0,17.42,78.45,17.5,78.53,06-04-2022,21:25,21:40,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,42,Food
0x53ea,HYDRES15DEL02,30.0,4.9,17.46,78.37,17.51,78.42,05-03-2022,23:50,23:55,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,27,Food
0xcd30,KOLRES03DEL03,27.0,4.9,22.53,88.36,22.62,88.45,18-02-2022,21:25,21:35,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,25,Food
0x57ce,PUNERES11DEL02,30.0,4.9,18.53,73.9,18.58,73.95,17-03-2022,23:45,1,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24,Food
0x3d57,BANGRES08DEL02,29.0,4.5,12.91,77.6,13.04,77.73,18-03-2022,20:55,0.875,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,30,Food
0xdd28,AGRRES11DEL02,35.0,4.5,27.16,78.06,27.29,78.19,18-02-2022,22:45,22:50,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,Food
0x1b03,INDORES01DEL02,34.0,4.9,22.7,75.87,22.72,75.89,01-04-2022,0.5,12:15,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,31,Food
0x9646,COIMBRES17DEL02,37.0,4.8,11.03,76.94,11.11,77.02,02-03-2022,22:25,22:30,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,16,Food
0x3e9b,JAPRES08DEL03,34.0,4.9,26.91,75.78,26.94,75.81,26-03-2022,20:20,20:25,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,Food
0x5a5d,RANCHIRES03DEL02,31.0,4.9,0.0,0.0,0.02,0.02,07-03-2022,0.458333333,11:10,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,Food
0x33dd,HYDRES16DEL03,23.0,4.1,17.44,78.39,17.5,78.45,30-03-2022,20:55,0.875,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,Food
0xab46,INDORES05DEL02,29.0,4.7,22.73,75.88,22.78,75.93,01-04-2022,18:20,18:30,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,Food
0xa8b9,VADRES12DEL02,20.0,4.9,0.0,0.0,0.02,0.02,03-04-2022,08:10,08:20,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,11,Food
0x7096,PUNERES01DEL03,26.0,4.1,18.57,73.77,18.63,73.83,11-03-2022,0.958333333,23:15,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,21,Food
0x23b8,RANCHIRES14DEL02,34.0,4.5,0.0,0.0,0.08,0.08,06-04-2022,19:35,19:40,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,44,Food
0xc55c,AURGRES05DEL02,34.0,4.9,19.88,75.37,19.93,75.42,11-02-2022,23:15,23:30,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,19,Food
0x9b27,PUNERES18DEL03,21.0,4.7,18.59,73.79,18.62,73.82,28-03-2022,19:10,19:15,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,11,Food
0xbc03,COIMBRES010DEL01,35.0,4.6,11.0,76.98,11.07,77.05,06-04-2022,23:20,23:30,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,23,Food
0x38c5,JAPRES02DEL01,20.0,4.7,26.91,75.81,27.02,75.92,12-03-2022,22:35,22:40,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,12,Food
0x2997,MUMRES20DEL02,24.0,4.1,19.1,72.85,19.23,72.98,29-03-2022,20:35,20:50,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,39,Food
0x5aa4,BANGRES12DEL01,25.0,4.5,12.94,77.63,12.98,77.67,15-03-2022,14:25,14:30,Windy,Jam,1,Snack,scooter,1.0,No,Urban,16,Food
0x1d9c,MUMRES06DEL03,22.0,4.8,19.06,72.83,19.09,72.86,19-03-2022,22:30,22:35,Cloudy,Jam,2,Drinks,scooter,1.0,No,Urban,17,Grocery
0xb041,RANCHIRES01DEL03,38.0,4.7,23.42,85.32,23.51,85.41,14-03-2022,18:30,18:40,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,24,Food
0x5145,BANGRES11DEL01,29.0,4.3,12.93,77.62,12.97,77.66,30-03-2022,12:25,12:40,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,33,Food
0x91ba,BANGRES08DEL01,24.0,4.8,12.91,77.6,13.02,77.71,29-03-2022,18:55,19:10,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,29,Food
0xc951,DEHRES08DEL03,36.0,4.8,30.36,78.07,30.5,78.21,18-02-2022,17:40,17:55,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,Food
0xb0e7,JAPRES20DEL02,31.0,4.7,26.96,75.78,27.01,75.83,09-03-2022,22:30,22:35,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,Food
0x1a1e,MYSRES19DEL03,20.0,4.8,12.33,76.62,12.36,76.65,09-03-2022,20:20,20:30,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,Food
0xcdf4,BHPRES03DEL02,25.0,4.6,23.21,77.44,23.26,77.49,11-02-2022,18:20,18:25,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,16,Food
0xaea,BANGRES19DEL01,23.0,5.0,12.91,77.68,13.02,77.79,23-03-2022,23:55,24:05:00,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,11,Food
0x6723,JAPRES20DEL02,39.0,4.7,26.96,75.78,27.01,75.83,30-03-2022,0.75,18:15,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Urban,34,Food
0x326e,MYSRES17DEL01,21.0,4.7,12.33,76.62,12.44,76.73,04-03-2022,18:50,19:05,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,Food
0x1983,INDORES09DEL01,32.0,4.7,22.73,75.89,22.77,75.93,01-03-2022,16:10,16:15,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25,Food
0x7648,RANCHIRES11DEL02,36.0,4.9,23.36,85.33,23.49,85.46,25-03-2022,20:30,20:35,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,Food
0x8028,COIMBRES15DEL01,38.0,4.8,11.01,76.95,11.08,77.02,02-03-2022,20:25,20:30,Cloudy,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,49,Food
0x5d47,BANGRES09DEL01,34.0,4.3,12.93,77.62,13.04,77.73,29-03-2022,18:15,18:25,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,Food
0x5fd4,SURRES04DEL01,23.0,2.5,21.17,72.8,21.28,72.91,20-03-2022,23:50,24:05:00,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,34,Food
0xa14d,MYSRES01DEL02,32.0,3.6,12.31,76.65,12.44,76.78,06-04-2022,20:25,20:30,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,39,Food
0x6b51,BANGRES16DEL01,31.0,4.8,13.03,77.57,13.04,77.58,21-03-2022,09:45,0.416666667,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,Food
0xa5dc,MYSRES19DEL02,22.0,4.6,12.33,76.62,12.41,76.7,04-04-2022,19:25,19:40,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,11,Food
0x268b,MYSRES11DEL02,34.0,3.9,12.32,76.63,12.4,76.71,10-03-2022,22:20,22:30,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,Grocery
0x15f4,RANCHIRES16DEL02,39.0,4.8,23.37,85.33,23.5,85.46,18-03-2022,21:35,21:40,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,Food
0x711a,JAPRES07DEL02,21.0,5.0,26.77,75.84,26.85,75.92,10-03-2022,23:10,23:20,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,25,Food
0x21c3,HYDRES02DEL03,34.0,3.9,17.41,78.45,17.5,78.54,29-03-2022,23:10,23:15,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,37,Food
0x5af,MYSRES16DEL01,,,-12.32,76.6,12.33,76.61,15-03-2022,,0.5,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,29,Food
0x7022,CHENRES02DEL02,28.0,4.9,13.09,80.22,13.17,80.3,02-03-2022,18:40,18:50,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,15,Food
0x33b9,SURRES18DEL01,34.0,4.9,21.15,72.78,21.16,72.79,21-03-2022,08:55,0.375,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,Food
0x3b1e,BANGRES02DEL02,21.0,4.7,12.97,77.65,13.1,77.78,23-03-2022,19:35,19:45,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,29,Food
0xa085,INDORES04DEL02,30.0,4.6,22.75,75.9,22.77,75.92,28-03-2022,11:50,12:05,Fog,Jam,2,Snack,electric_scooter,1.0,No,Urban,30,Food
0x4390,COIMBRES13DEL03,36.0,5.0,11.0,76.98,11.06,77.04,01-03-2022,22:45,22:55,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,16,Grocery
0x56aa,PUNERES15DEL01,25.0,4.5,18.64,73.75,18.65,73.76,03-03-2022,08:20,08:30,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Urban,24,Food
0x9797,BANGRES010DEL01,38.0,4.3,12.93,77.61,13.04,77.72,02-03-2022,19:25,19:40,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,31,Food
0x7b89,MUMRES16DEL01,24.0,5.0,19.12,72.91,19.16,72.95,03-04-2022,13:40,13:55,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,12,Grocery
0xa2f8,MYSRES14DEL03,31.0,4.0,0.0,0.0,0.06,0.06,21-03-2022,17:50,18:05,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34,Grocery
0xb52c,VADRES14DEL02,31.0,4.7,22.31,73.17,22.39,73.25,27-03-2022,18:40,18:45,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,Food
